source_workload,destination_workload,timestamp,total_request,new_request,success_count,error_count,success_rate,error_rate,average_latency,istio_request_bytes,throughput,request_rate,p50_latency,p90_latency,p95_latency,p99_latency,time_window
loadgenerator,frontend,2025-03-10 16:10:00,"[3395415.0, 3403777.0]","[1976.0, 10110.0]","[1625.0, 8362.0]","[351.0, 1748.0]","[0.8223451769013785, 0.828526347768447]","[0.1776548230986214, 0.1714736522315529]","[2420.0252975481703, 26094.282956148814]","[2115195.0, 10859380.0]","[7050.65, 36197.93333333333]","[6.586666666666667, 33.7]",26094.282956148814,26094.282956148814,26094.282956148814,26094.282956148814,5min
loadgenerator,frontend,2025-03-10 16:20:00,[3409399.0],[6815.0],[5622.0],[1193.0],[0.8283447128163829],[0.1716552871836169],[25089.80954852322],[7323880.0],[24412.93333333333],[22.716666666666665],25089.80954852322,25089.80954852322,25089.80954852322,25089.80954852322,5min
recommendationservice,productcatalogservice,2025-03-10 16:10:00,"[2950729.0, 2957812.0]","[1286.0, 7083.0]","[1286.0, 7083.0]","[0.0, 0.0]","[1.0, 1.0]","[0.0, 0.0]","[8.349957323077074, 56.83989205595762]","[154675.5, 855283.5]","[515.585, 2850.945]","[4.286666666666667, 23.61]",56.83989205595762,56.83989205595762,56.83989205595762,56.83989205595762,5min
recommendationservice,productcatalogservice,2025-03-10 16:20:00,[2962704.0],[4892.0],[4892.0],[0.0],[1.0],[0.0],[40.68127689413263],[591425.0],[1971.4166666666667],[16.30666666666667],40.68127689413263,40.68127689413263,40.68127689413263,40.68127689413263,5min
checkoutservice,cartservice,2025-03-10 16:10:00,[293061.0],[133.0],[133.0],[0.0],[1.0],[0.0],[17.616380876680477],[18990.0],[31.65],[0.2216666666666666],17.616380876680477,17.616380876680477,17.616380876680477,17.616380876680477,10min
checkoutservice,cartservice,2025-03-10 16:20:00,[294201.0],[1140.0],[1140.0],[0.0],[1.0],[0.0],[611.60788822019],[164625.0],[274.375],[1.9],611.60788822019,611.60788822019,611.60788822019,611.60788822019,10min
checkoutservice,currencyservice,2025-03-10 16:10:00,[509137.0],[163.0],[163.0],[0.0],[1.0],[0.0],[41.96306349411668],[21005.0],[35.00833333333333],[0.2716666666666666],41.96306349411668,41.96306349411668,41.96306349411668,41.96306349411668,10min
checkoutservice,currencyservice,2025-03-10 16:20:00,[510753.0],[1616.0],[1616.0],[0.0],[1.0],[0.0],[1466.3539460878364],[217190.0],[361.98333333333335],[2.6933333333333334],1466.3539460878364,1466.3539460878364,1466.3539460878364,1466.3539460878364,10min
checkoutservice,emailservice,2025-03-10 16:10:00,[146025.0],[64.0],[64.0],[0.0],[1.0],[0.0],[10.168888888888937],[20430.0],[34.05],[0.1066666666666666],10.168888888888937,10.168888888888937,10.168888888888937,10.168888888888937,10min
checkoutservice,emailservice,2025-03-10 16:20:00,[146597.0],[572.0],[572.0],[0.0],[1.0],[0.0],[98.42415432186516],[194315.0],[323.8583333333333],[0.9533333333333334],98.42415432186516,98.42415432186516,98.42415432186516,98.42415432186516,10min
checkoutservice,paymentservice,2025-03-10 16:10:00,[146013.0],[60.0],[60.0],[0.0],[1.0],[0.0],[14.74688131312519],[9615.0],[16.025],[0.1],14.74688131312519,14.74688131312519,14.74688131312519,14.74688131312519,10min
checkoutservice,paymentservice,2025-03-10 16:20:00,[146594.0],[581.0],[581.0],[0.0],[1.0],[0.0],[123.62909132675566],[89475.0],[149.125],[0.9683333333333334],123.62909132675566,123.62909132675566,123.62909132675566,123.62909132675566,10min
checkoutservice,productcatalogservice,2025-03-10 16:10:00,[362350.0],[98.0],[98.0],[0.0],[1.0],[0.0],[5.039474548433304],[12565.0],[20.941666666666663],[0.1633333333333333],5.039474548433304,5.039474548433304,5.039474548433304,5.039474548433304,10min
checkoutservice,productcatalogservice,2025-03-10 16:20:00,[363386.0],[1036.0],[1036.0],[0.0],[1.0],[0.0],[98.37390346426348],[129960.0],[216.6],[1.7266666666666666],98.37390346426348,98.37390346426348,98.37390346426348,98.37390346426348,10min
checkoutservice,shippingservice,2025-03-10 16:10:00,[292933.0],[126.0],[126.0],[0.0],[1.0],[0.0],[5.716944444444431],[26380.0],[43.96666666666667],[0.21],5.716944444444431,5.716944444444431,5.716944444444431,5.716944444444431,10min
checkoutservice,shippingservice,2025-03-10 16:20:00,[294082.0],[1149.0],[1149.0],[0.0],[1.0],[0.0],[49.77254535910241],[229755.0],[382.925],[1.915],49.77254535910241,49.77254535910241,49.77254535910241,49.77254535910241,10min
frontend,adservice,2025-03-10 16:10:00,[2362418.0],[1204.0],[1191.0],[13.0],[0.9888189809715112],[0.0111810190284886],[14.355610957435498],[138163.5],[230.2725],[2.006666666666667],14.355610957435498,14.355610957435498,14.355610957435498,14.355610957435498,10min
frontend,adservice,2025-03-10 16:20:00,[2372027.0],[9984.0],[9609.0],[375.0],[0.9704020330826132],[0.0295979669173866],[366.4188487640456],[1183832.0],[1973.0533333333333],[16.64],366.4188487640456,366.4188487640456,366.4188487640456,366.4188487640456,10min
frontend,cartservice,2025-03-10 16:10:00,[3693442.0],[1806.0],[1806.0],[0.0],[1.0],[0.0],[22.25613669045499],[256830.0],[428.05],[3.01],22.25613669045499,22.25613669045499,22.25613669045499,22.25613669045499,10min
frontend,cartservice,2025-03-10 16:20:00,[3708665.0],[15225.0],[15223.0],[2.0],[0.999766791044776],[0.0002332089552238],[671.6954642319669],[2211715.0],[3686.1916666666666],[25.375],671.6954642319669,671.6954642319669,671.6954642319669,671.6954642319669,10min
frontend,checkoutservice,2025-03-10 16:10:00,[146017.0],[63.0],[63.0],[0.0],[1.0],[0.0],[334.5993890977444],[16250.0],[27.08333333333333],[0.105],334.5993890977444,334.5993890977444,334.5993890977444,334.5993890977444,10min
frontend,checkoutservice,2025-03-10 16:20:00,[146594.0],[583.0],[577.0],[6.0],[0.9909133900914696],[0.0090866099085305],[6960.402866785636],[155885.0],[259.80833333333334],[0.9716666666666668],6960.402866785636,6960.402866785636,6960.402866785636,6960.402866785636,10min
frontend,currencyservice,2025-03-10 16:10:00,[12031239.0],[5823.0],[5823.0],[0.0],[1.0],[0.0],[53.00027896695221],[744825.0],[1241.375],[9.705],53.00027896695221,53.00027896695221,53.00027896695221,53.00027896695221,10min
frontend,currencyservice,2025-03-10 16:20:00,[12082237.0],[51007.0],[50998.0],[9.0],[0.9998707490808824],[0.0001292509191176],[1733.74148511124],[6641010.0],[11068.35],[85.01166666666667],1733.74148511124,1733.74148511124,1733.74148511124,1733.74148511124,10min
frontend,productcatalogservice,2025-03-10 16:10:00,[19233532.0],[8184.0],[8184.0],[0.0],[1.0],[0.0],[11.05054279007176],[1003268.5],[1672.1141666666667],[13.64],11.05054279007176,11.05054279007176,11.05054279007176,11.05054279007176,10min
frontend,productcatalogservice,2025-03-10 16:20:00,[19309672.0],[76160.0],[76140.0],[20.0],[0.999068574765268],[0.0009314252347319],[187.9065823883264],[9392067.5],[15653.445833333331],[126.93333333333334],187.9065823883264,187.9065823883264,187.9065823883264,187.9065823883264,10min
frontend,recommendationservice,2025-03-10 16:10:00,[2950846.0],[1324.0],[1324.0],[0.0],[1.0],[0.0],[72.22143645369856],[228460.0],[380.76666666666665],[2.2066666666666666],72.22143645369856,72.22143645369856,72.22143645369856,72.22143645369856,10min
frontend,recommendationservice,2025-03-10 16:20:00,[2962725.0],[11882.0],[11879.0],[3.0],[0.9997809579439252],[0.0002190420560747],[2257.187690893554],[2059400.0],[3432.333333333333],[19.80333333333333],2257.187690893554,2257.187690893554,2257.187690893554,2257.187690893554,10min
frontend,shippingservice,2025-03-10 16:10:00,[886078.0],[395.0],[395.0],[0.0],[1.0],[0.0],[6.666837587284872],[50669.5],[84.44916666666667],[0.6583333333333333],6.666837587284872,6.666837587284872,6.666837587284872,6.666837587284872,10min
frontend,shippingservice,2025-03-10 16:20:00,[889506.0],[3428.0],[3428.0],[0.0],[1.0],[0.0],[66.49509127809299],[445040.5],[741.7341666666666],[5.713333333333333],66.49509127809299,66.49509127809299,66.49509127809299,66.49509127809299,10min
loadgenerator,frontend,2025-03-10 16:10:00,[3395415.0],[1976.0],[1625.0],[351.0],[0.8223451769013785],[0.1776548230986214],[2420.0252975481703],[2115195.0],[3525.325],[3.293333333333333],2420.0252975481703,2420.0252975481703,2420.0252975481703,2420.0252975481703,10min
loadgenerator,frontend,2025-03-10 16:20:00,[3409399.0],[16925.0],[13984.0],[2941.0],[0.828458234661423],[0.1715417653385769],[51184.09250467204],[18183260.0],[30305.43333333333],[28.20833333333333],51184.09250467204,51184.09250467204,51184.09250467204,51184.09250467204,10min
recommendationservice,productcatalogservice,2025-03-10 16:10:00,[2950729.0],[1286.0],[1286.0],[0.0],[1.0],[0.0],[8.349957323077074],[154675.5],[257.7925],[2.143333333333333],8.349957323077074,8.349957323077074,8.349957323077074,8.349957323077074,10min
recommendationservice,productcatalogservice,2025-03-10 16:20:00,[2962704.0],[11975.0],[11975.0],[0.0],[1.0],[0.0],[97.52116895009026],[1446708.5],[2411.1808333333333],[19.95833333333333],97.52116895009026,97.52116895009026,97.52116895009026,97.52116895009026,10min
