source_workload,destination_workload,timestamp,total_request,new_request,success_count,error_count,success_rate,error_rate,average_latency,istio_request_bytes,throughput,request_rate,p50_latency,p90_latency,p95_latency,p99_latency,time_window
recommendationservice,productcatalogservice,2025-03-10 16:13:00,"[2955753.0, 2955886.0, 2956045.0, 2956250.0]","[100.0, 133.0, 159.0, 205.0]","[100.0, 133.0, 159.0, 205.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[1.1370000000018627, 1.2154135338338865, 1.2050314465414662, 1.2980487804882592]","[11014.0, 16207.5, 18867.0, 24178.5]","[734.2666666666667, 1080.5, 1257.8, 1611.9]","[6.666666666666667, 8.866666666666667, 10.6, 13.666666666666666]",1.2154135338338865,1.2980487804882592,1.2980487804882592,1.2980487804882592,15S
recommendationservice,productcatalogservice,2025-03-10 16:14:00,"[2956490.0, 2956785.0, 2957101.0, 2957449.0]","[240.0, 295.0, 316.0, 348.0]","[240.0, 295.0, 316.0, 348.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[1.7, 1.7789830508468265, 2.3560126582307954, 1.9956896551697376]","[29393.5, 36442.0, 36747.0, 40882.5]","[1959.5666666666664, 2429.4666666666667, 2449.8, 2725.5]","[16.0, 19.666666666666668, 21.066666666666663, 23.2]",1.9956896551697376,2.3560126582307954,2.3560126582307954,2.3560126582307954,15S
recommendationservice,productcatalogservice,2025-03-10 16:15:00,"[2957812.0, 2958201.0, 2958613.0, 2959054.0]","[363.0, 389.0, 412.0, 441.0]","[363.0, 389.0, 412.0, 441.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[2.186088154270742, 2.513496143958869, 2.754247572815534, 3.0261904761900538]","[45506.5, 46870.5, 49912.0, 51591.5]","[3033.766666666667, 3124.7, 3327.4666666666667, 3439.4333333333334]","[24.2, 25.933333333333334, 27.466666666666665, 29.4]",2.754247572815534,3.0261904761900538,3.0261904761900538,3.0261904761900538,15S
recommendationservice,productcatalogservice,2025-03-10 16:16:00,"[2959495.0, 2959938.0, 2960461.0, 2960952.0]","[441.0, 443.0, 523.0, 491.0]","[441.0, 443.0, 523.0, 491.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[3.827210884353319, 4.389616252821881, 3.623613766732004, 3.242769857432291]","[54349.0, 55210.5, 59934.5, 58267.0]","[3623.266666666667, 3680.7, 3995.633333333333, 3884.4666666666662]","[29.4, 29.53333333333333, 34.86666666666667, 32.733333333333334]",3.623613766732004,4.389616252821881,4.389616252821881,4.389616252821881,15S
recommendationservice,productcatalogservice,2025-03-10 16:17:00,"[2961496.0, 2961989.0, 2962515.0, 2962622.0]","[544.0, 493.0, 526.0, 107.0]","[544.0, 493.0, 526.0, 107.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[4.405147058823358, 4.0, 4.485456273766206, 3.169626168214725]","[67305.5, 59148.0, 62792.0, 16600.5]","[4487.033333333334, 3943.2, 4186.133333333333, 1106.7]","[36.266666666666666, 32.86666666666667, 35.06666666666667, 7.133333333333334]",4.405147058823358,4.485456273766206,4.485456273766206,4.485456273766206,15S
recommendationservice,productcatalogservice,2025-03-10 16:18:00,[2962704.0],[82.0],[82.0],[0.0],[1.0],[0.0],[1.2439024390243902],[9444.0],[629.6],[5.466666666666667],1.2439024390243902,1.2439024390243902,1.2439024390243902,1.2439024390243902,15S
checkoutservice,cartservice,2025-03-10 16:08:00,[292990.0],[62.0],[62.0],[0.0],[1.0],[0.0],[8.356722689072305],[8620.0],[287.3333333333333],[2.066666666666667],8.356722689072305,8.356722689072305,8.356722689072305,8.356722689072305,30S
checkoutservice,cartservice,2025-03-10 16:10:00,"[293061.0, 293150.0, 293245.0, 293333.0]","[71.0, 89.0, 95.0, 88.0]","[71.0, 89.0, 95.0, 88.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[9.259658187608174, 29.69843915342908, 10.418196798482338, 19.41878643349368]","[10370.0, 11120.0, 14810.0, 13245.0]","[345.6666666666667, 370.6666666666667, 493.6666666666667, 441.5]","[2.3666666666666667, 2.966666666666667, 3.1666666666666665, 2.933333333333333]",19.41878643349368,29.69843915342908,29.69843915342908,29.69843915342908,30S
checkoutservice,cartservice,2025-03-10 16:12:00,"[293447.0, 293517.0, 293543.0, 293577.0]","[114.0, 70.0, 26.0, 34.0]","[114.0, 70.0, 26.0, 34.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[61.488668831178245, 51.90944055943682, 8.11904761903099, 9.450526315789965]","[15560.0, 11620.0, 3430.0, 5190.0]","[518.6666666666666, 387.3333333333333, 114.33333333333331, 173.0]","[3.8, 2.333333333333333, 0.8666666666666667, 1.1333333333333333]",51.90944055943682,61.488668831178245,61.488668831178245,61.488668831178245,30S
checkoutservice,cartservice,2025-03-10 16:14:00,"[293634.0, 293692.0, 293773.0, 293858.0]","[57.0, 58.0, 81.0, 85.0]","[57.0, 58.0, 81.0, 85.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[7.42506493506046, 10.614761904761792, 7.367721130218213, 100.58111888111436]","[6805.0, 9620.0, 9880.0, 12370.0]","[226.83333333333331, 320.6666666666667, 329.3333333333333, 412.3333333333333]","[1.9, 1.9333333333333331, 2.7, 2.833333333333333]",10.614761904761792,100.58111888111436,100.58111888111436,100.58111888111436,30S
checkoutservice,cartservice,2025-03-10 16:16:00,"[293937.0, 294025.0, 294116.0, 294191.0]","[79.0, 88.0, 91.0, 75.0]","[79.0, 88.0, 91.0, 75.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[83.9096638655591, 63.51115789472372, 125.78132850241845, 12.222298728822292]","[11505.0, 11550.0, 14620.0, 12050.0]","[383.5, 385.0, 487.3333333333333, 401.6666666666667]","[2.6333333333333333, 2.933333333333333, 3.033333333333333, 2.5]",83.9096638655591,125.78132850241845,125.78132850241845,125.78132850241845,30S
checkoutservice,cartservice,2025-03-10 16:18:00,[294201.0],[10.0],[10.0],[0.0],[1.0],[0.0],[9.691666666670548],[1250.0],[41.66666666666666],[0.3333333333333333],9.691666666670548,9.691666666670548,9.691666666670548,9.691666666670548,30S
checkoutservice,currencyservice,2025-03-10 16:08:00,[509044.0],[70.0],[70.0],[0.0],[1.0],[0.0],[4.653685503683902],[7925.0],[264.1666666666667],[2.333333333333333],4.653685503683902,4.653685503683902,4.653685503683902,4.653685503683902,30S
checkoutservice,currencyservice,2025-03-10 16:10:00,"[509137.0, 509250.0, 509395.0, 509521.0]","[93.0, 113.0, 145.0, 126.0]","[93.0, 113.0, 145.0, 126.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[37.30937799043278, 41.666826923082745, 42.478428571429774, 62.76044476325937]","[13080.0, 14115.0, 18830.0, 18590.0]","[436.0, 470.5, 627.6666666666666, 619.6666666666666]","[3.1, 3.7666666666666666, 4.833333333333333, 4.2]",42.478428571429774,62.76044476325937,62.76044476325937,62.76044476325937,30S
checkoutservice,currencyservice,2025-03-10 16:12:00,"[509693.0, 509839.0, 509858.0, 509898.0]","[172.0, 146.0, 19.0, 40.0]","[172.0, 146.0, 19.0, 40.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[49.75429590797038, 68.35308676829985, 863.6448717948186, 4.73461538461167]","[20210.0, 18820.0, 6085.0, 4705.0]","[673.6666666666666, 627.3333333333334, 202.83333333333331, 156.83333333333334]","[5.733333333333333, 4.866666666666666, 0.6333333333333333, 1.3333333333333333]",49.75429590797038,68.35308676829985,227.41144377359456,863.6448717948186,30S
checkoutservice,currencyservice,2025-03-10 16:14:00,"[509945.0, 510028.0, 510128.0, 510219.0]","[47.0, 83.0, 100.0, 91.0]","[47.0, 83.0, 100.0, 91.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[9.38427419355937, 5.520017482520386, 73.75884740259922, 31.05355415860769]","[5750.0, 10905.0, 13770.0, 13205.0]","[191.66666666666663, 363.5, 459.0, 440.1666666666667]","[1.5666666666666669, 2.7666666666666666, 3.333333333333333, 3.033333333333333]",31.05355415860769,73.75884740259922,73.75884740259922,73.75884740259922,30S
checkoutservice,currencyservice,2025-03-10 16:16:00,"[510359.0, 510451.0, 510596.0, 510747.0]","[140.0, 92.0, 145.0, 151.0]","[140.0, 92.0, 145.0, 151.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[26.46188005811021, 37.66554280248346, 32.95052693208563, 72.65423294450294]","[17785.0, 11250.0, 19510.0, 20680.0]","[592.8333333333334, 375.0, 650.3333333333334, 689.3333333333334]","[4.666666666666667, 3.066666666666667, 4.833333333333333, 5.033333333333333]",32.95052693208563,72.65423294450294,72.65423294450294,72.65423294450294,30S
checkoutservice,currencyservice,2025-03-10 16:18:00,[510753.0],[6.0],[6.0],[0.0],[1.0],[0.0],[43.51249999989523],[2980.0],[99.33333333333331],[0.2],43.51249999989523,43.51249999989523,43.51249999989523,43.51249999989523,30S
checkoutservice,emailservice,2025-03-10 16:08:00,[145991.0],[30.0],[30.0],[0.0],[1.0],[0.0],[4.146666666667443],[8270.0],[275.6666666666667],[1.0],4.146666666667443,4.146666666667443,4.146666666667443,4.146666666667443,30S
checkoutservice,emailservice,2025-03-10 16:10:00,"[146025.0, 146070.0, 146119.0, 146162.0]","[34.0, 45.0, 49.0, 43.0]","[34.0, 45.0, 49.0, 43.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[6.022222222221495, 5.069000000000233, 7.3292613636348865, 5.474208144796592]","[12160.0, 13110.0, 17390.0, 15565.0]","[405.3333333333333, 437.0, 579.6666666666666, 518.8333333333334]","[1.1333333333333333, 1.5, 1.6333333333333333, 1.4333333333333331]",5.474208144796592,7.3292613636348865,7.3292613636348865,7.3292613636348865,30S
checkoutservice,emailservice,2025-03-10 16:12:00,"[146218.0, 146256.0, 146268.0, 146285.0]","[56.0, 38.0, 12.0, 17.0]","[56.0, 38.0, 12.0, 17.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[6.34035759897762, 9.289583333334164, 4.625714285714951, 5.936428571417595]","[19020.0, 15520.0, 3620.0, 5735.0]","[634.0, 517.3333333333334, 120.66666666666669, 191.16666666666663]","[1.8666666666666667, 1.2666666666666666, 0.4, 0.5666666666666667]",6.34035759897762,9.289583333334164,9.289583333334164,9.289583333334164,30S
checkoutservice,emailservice,2025-03-10 16:14:00,"[146311.0, 146343.0, 146376.0, 146422.0]","[26.0, 32.0, 33.0, 46.0]","[26.0, 32.0, 33.0, 46.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[4.239375000010478, 5.606250000000728, 5.998846153847094, 4.763095238093575]","[7125.0, 11175.0, 11850.0, 12810.0]","[237.5, 372.5, 395.0, 427.0]","[0.8666666666666667, 1.0666666666666669, 1.1, 1.5333333333333334]",4.763095238093575,5.998846153847094,5.998846153847094,5.998846153847094,30S
checkoutservice,emailservice,2025-03-10 16:16:00,"[146460.0, 146504.0, 146554.0, 146592.0]","[38.0, 44.0, 50.0, 38.0]","[38.0, 44.0, 50.0, 38.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[8.330303030307263, 4.347727272725685, 6.992694805195562, 8.489642857144021]","[14995.0, 11190.0, 18095.0, 15275.0]","[499.8333333333333, 373.0, 603.1666666666666, 509.1666666666667]","[1.2666666666666666, 1.4666666666666666, 1.6666666666666667, 1.2666666666666666]",6.992694805195562,8.489642857144021,8.489642857144021,8.489642857144021,30S
checkoutservice,emailservice,2025-03-10 16:18:00,[146597.0],[5.0],[5.0],[0.0],[1.0],[0.0],[5.591666666664726],[1840.0],[61.333333333333336],[0.1666666666666666],5.591666666664726,5.591666666664726,5.591666666664726,5.591666666664726,30S
checkoutservice,paymentservice,2025-03-10 16:08:00,[145980.0],[27.0],[27.0],[0.0],[1.0],[0.0],[7.059659090907107],[4065.0],[135.5],[0.9],7.059659090907107,7.059659090907107,7.059659090907107,7.059659090907107,30S
checkoutservice,paymentservice,2025-03-10 16:10:00,"[146013.0, 146052.0, 146098.0, 146149.0]","[33.0, 39.0, 46.0, 51.0]","[33.0, 39.0, 46.0, 51.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[7.687222222218083, 6.474206349209121, 6.896393762184099, 7.209047619044957]","[5550.0, 5550.0, 6495.0, 8940.0]","[185.0, 185.0, 216.5, 298.0]","[1.1, 1.3, 1.5333333333333334, 1.7]",6.896393762184099,7.687222222218083,7.687222222218083,7.687222222218083,30S
checkoutservice,paymentservice,2025-03-10 16:12:00,"[146203.0, 146248.0, 146264.0, 146279.0]","[54.0, 45.0, 16.0, 15.0]","[54.0, 45.0, 16.0, 15.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[6.677894736841999, 7.9574074074087005, 6.812698412705065, 8.83611111110723]","[7710.0, 7590.0, 2160.0, 2985.0]","[257.0, 253.0, 72.0, 99.5]","[1.8, 1.5, 0.5333333333333333, 0.5]",6.812698412705065,8.83611111110723,8.83611111110723,8.83611111110723,30S
checkoutservice,paymentservice,2025-03-10 16:14:00,"[146299.0, 146333.0, 146369.0, 146407.0]","[20.0, 34.0, 36.0, 38.0]","[20.0, 34.0, 36.0, 38.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[6.481313131307488, 6.119473684213958, 7.661111111112405, 7.039473684210527]","[2565.0, 4875.0, 5820.0, 5415.0]","[85.5, 162.5, 194.0, 180.5]","[0.6666666666666666, 1.1333333333333333, 1.2, 1.2666666666666666]",7.039473684210527,7.661111111112405,7.661111111112405,7.661111111112405,30S
checkoutservice,paymentservice,2025-03-10 16:16:00,"[146453.0, 146487.0, 146541.0, 146590.0]","[46.0, 34.0, 54.0, 49.0]","[46.0, 34.0, 54.0, 49.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[10.343904761903078, 6.59722222222384, 6.9825000000001936, 8.340333333329571]","[7440.0, 5145.0, 7860.0, 7575.0]","[248.0, 171.5, 262.0, 252.5]","[1.5333333333333334, 1.1333333333333333, 1.8, 1.6333333333333333]",8.340333333329571,10.343904761903078,10.343904761903078,10.343904761903078,30S
checkoutservice,paymentservice,2025-03-10 16:18:00,[146594.0],[4.0],[4.0],[0.0],[1.0],[0.0],[13.199999999953436],[1350.0],[45.0],[0.1333333333333333],13.199999999953436,13.199999999953436,13.199999999953436,13.199999999953436,30S
checkoutservice,productcatalogservice,2025-03-10 16:08:00,[362291.0],[39.0],[39.0],[0.0],[1.0],[0.0],[2.331428571423416],[4910.0],[163.66666666666666],[1.3],2.331428571423416,2.331428571423416,2.331428571423416,2.331428571423416,30S
checkoutservice,productcatalogservice,2025-03-10 16:10:00,"[362350.0, 362422.0, 362511.0, 362597.0]","[59.0, 72.0, 89.0, 86.0]","[59.0, 72.0, 89.0, 86.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[2.7080459770098884, 4.100476190476634, 6.672070707071742, 8.430266203707207]","[7655.0, 9000.0, 10680.0, 11305.0]","[255.16666666666663, 300.0, 356.0, 376.8333333333333]","[1.9666666666666663, 2.4, 2.966666666666667, 2.8666666666666667]",6.672070707071742,8.430266203707207,8.430266203707207,8.430266203707207,30S
checkoutservice,productcatalogservice,2025-03-10 16:12:00,"[362703.0, 362804.0, 362821.0, 362838.0]","[106.0, 101.0, 17.0, 17.0]","[106.0, 101.0, 17.0, 17.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[6.774458204333402, 6.749607843137689, 19.180555555557174, 2.299999999990853]","[13380.0, 11310.0, 3240.0, 1795.0]","[446.0, 377.0, 108.0, 59.833333333333336]","[3.533333333333333, 3.3666666666666667, 0.5666666666666667, 0.5666666666666667]",6.774458204333402,6.774458204333402,19.180555555557174,19.180555555557174,30S
checkoutservice,productcatalogservice,2025-03-10 16:14:00,"[362864.0, 362914.0, 362976.0, 363040.0]","[26.0, 50.0, 62.0, 64.0]","[26.0, 50.0, 62.0, 64.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[2.660714285712207, 2.3290640394116773, 4.062500000000978, 5.026764705880916]","[3450.0, 5790.0, 8200.0, 8210.0]","[115.0, 193.0, 273.3333333333333, 273.6666666666667]","[0.8666666666666667, 1.6666666666666667, 2.066666666666667, 2.1333333333333333]",4.062500000000978,5.026764705880916,5.026764705880916,5.026764705880916,30S
checkoutservice,productcatalogservice,2025-03-10 16:16:00,"[363122.0, 363176.0, 363280.0, 363382.0]","[82.0, 54.0, 104.0, 102.0]","[82.0, 54.0, 104.0, 102.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[5.706320810972598, 5.932500000002134, 7.398970644300864, 8.616300940436153]","[9975.0, 6920.0, 13415.0, 12160.0]","[332.5, 230.66666666666663, 447.1666666666667, 405.3333333333333]","[2.7333333333333334, 1.8, 3.466666666666667, 3.4]",7.398970644300864,8.616300940436153,8.616300940436153,8.616300940436153,30S
checkoutservice,productcatalogservice,2025-03-10 16:18:00,[363386.0],[4.0],[4.0],[0.0],[1.0],[0.0],[2.433333333271245],[1130.0],[37.66666666666666],[0.1333333333333333],2.433333333271245,2.433333333271245,2.433333333271245,2.433333333271245,30S
checkoutservice,shippingservice,2025-03-10 16:08:00,[292865.0],[58.0],[58.0],[0.0],[1.0],[0.0],[2.843333333332391],[11930.0],[397.6666666666667],[1.9333333333333331],2.843333333332391,2.843333333332391,2.843333333332391,2.843333333332391,30S
checkoutservice,shippingservice,2025-03-10 16:10:00,"[292933.0, 293023.0, 293121.0, 293208.0]","[68.0, 90.0, 98.0, 87.0]","[68.0, 90.0, 98.0, 87.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[2.873611111112041, 2.858000000000174, 3.120170454544705, 3.1952747252746097]","[14450.0, 16760.0, 20450.0, 18175.0]","[481.6666666666667, 558.6666666666666, 681.6666666666666, 605.8333333333334]","[2.2666666666666666, 3.0, 3.2666666666666666, 2.9]",3.120170454544705,3.1952747252746097,3.1952747252746097,3.1952747252746097,30S
checkoutservice,shippingservice,2025-03-10 16:12:00,"[293322.0, 293398.0, 293422.0, 293456.0]","[114.0, 76.0, 24.0, 34.0]","[114.0, 76.0, 24.0, 34.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[3.32167487684752, 3.1654761904762942, 3.085714285719275, 2.988571428564943]","[23080.0, 15600.0, 4840.0, 6580.0]","[769.3333333333334, 520.0, 161.33333333333334, 219.33333333333331]","[3.8, 2.533333333333333, 0.8, 1.1333333333333333]",3.1654761904762942,3.32167487684752,3.32167487684752,3.32167487684752,30S
checkoutservice,shippingservice,2025-03-10 16:14:00,"[293509.0, 293573.0, 293639.0, 293731.0]","[53.0, 64.0, 66.0, 92.0]","[53.0, 64.0, 66.0, 92.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[3.186363636366106, 3.2160784313713164, 3.2519230769226293, 3.1196881091608173]","[10705.0, 12150.0, 13120.0, 18420.0]","[356.8333333333333, 405.0, 437.3333333333333, 614.0]","[1.7666666666666666, 2.1333333333333333, 2.2, 3.066666666666667]",3.186363636366106,3.2519230769226293,3.2519230769226293,3.2519230769226293,30S
checkoutservice,shippingservice,2025-03-10 16:16:00,"[293810.0, 293896.0, 293996.0, 294072.0]","[79.0, 86.0, 100.0, 76.0]","[79.0, 86.0, 100.0, 76.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[2.6667803030309383, 2.817099567098748, 3.200563607084203, 3.1375000000035342]","[15075.0, 15560.0, 21440.0, 16090.0]","[502.5, 518.6666666666666, 714.6666666666666, 536.3333333333334]","[2.6333333333333333, 2.8666666666666667, 3.333333333333333, 2.533333333333333]",3.1375000000035342,3.200563607084203,3.200563607084203,3.200563607084203,30S
checkoutservice,shippingservice,2025-03-10 16:18:00,[294082.0],[10.0],[10.0],[0.0],[1.0],[0.0],[3.4416666666365927],[1710.0],[57.0],[0.3333333333333333],3.4416666666365927,3.4416666666365927,3.4416666666365927,3.4416666666365927,30S
frontend,adservice,2025-03-10 16:08:00,[2361773.0],[554.0],[546.0],[8.0],[0.9854545454545454],[0.0145454545454545],[5.8962126474970304],[64055.0],[2135.1666666666665],[18.466666666666665],5.8962126474970304,5.8962126474970304,5.8962126474970304,5.8962126474970304,30S
frontend,adservice,2025-03-10 16:10:00,"[2362418.0, 2363122.0, 2363880.0, 2364682.0]","[650.0, 717.0, 776.0, 833.0]","[645.0, 704.0, 758.0, 802.0]","[5.0, 13.0, 18.0, 31.0]","[0.9921834164884772, 0.982945384531096, 0.9771664008506112, 0.9624095926912828]","[0.0078165835115228, 0.017054615468904, 0.0228335991493886, 0.0375904073087171]","[8.459398309938468, 7.670931372548616, 11.417508006131325, 12.540375387998402]","[74108.5, 83958.0, 91429.5, 94894.5]","[2470.2833333333333, 2798.6, 3047.65, 3163.15]","[21.666666666666668, 23.9, 25.866666666666667, 27.766666666666666]",11.417508006131325,12.540375387998402,12.540375387998402,12.540375387998402,30S
frontend,adservice,2025-03-10 16:12:00,"[2365528.0, 2366148.0, 2366339.0, 2366643.0]","[886.0, 665.0, 191.0, 304.0]","[846.0, 620.0, 191.0, 304.0]","[40.0, 45.0, 0.0, 0.0]","[0.9551361465008744, 0.9351615898226068, 1.0, 1.0]","[0.0448638534991256, 0.0648384101773932, 0.0, 0.0]","[11.66138131597737, 118.68429311452388, 3.90258581236674, 4.261441488433846]","[107549.0, 87371.5, 20478.5, 35194.0]","[3584.9666666666667, 2912.383333333333, 682.6166666666667, 1173.1333333333334]","[29.53333333333333, 22.166666666666668, 6.366666666666666, 10.133333333333333]",11.66138131597737,118.68429311452388,118.68429311452388,118.68429311452388,30S
frontend,adservice,2025-03-10 16:14:00,"[2367092.0, 2367626.0, 2368266.0, 2368967.0]","[449.0, 534.0, 646.0, 714.0]","[449.0, 534.0, 640.0, 701.0]","[0.0, 0.0, 6.0, 13.0]","[1.0, 1.0, 0.9907831007528892, 0.9819316817464864]","[0.0, 0.0, 0.0092168992471107, 0.0180683182535135]","[4.5735157903081705, 5.275190807504714, 7.358758952037856, 11.73018574019]","[50115.5, 63167.5, 73035.0, 85391.5]","[1670.5166666666669, 2105.583333333333, 2434.5, 2846.383333333333]","[14.966666666666669, 17.8, 21.53333333333333, 23.8]",7.358758952037856,11.73018574019,11.73018574019,11.73018574019,30S
frontend,adservice,2025-03-10 16:16:00,"[2369689.0, 2370468.0, 2371239.0, 2371848.0]","[758.0, 821.0, 848.0, 663.0]","[722.0, 779.0, 771.0, 609.0]","[36.0, 42.0, 77.0, 54.0]","[0.9535804020100502, 0.9486332668660684, 0.910990125493168, 0.9276948380566802]","[0.0464195979899497, 0.0513667331339315, 0.0890098745068318, 0.0723051619433197]","[108.59363293938648, 24.74985294311746, 15.121525724236712, 14.854488399134771]","[90045.0, 95458.0, 100588.5, 85498.5]","[3001.5, 3181.9333333333334, 3352.95, 2849.95]","[25.266666666666666, 27.366666666666667, 28.266666666666666, 22.1]",24.74985294311746,108.59363293938648,108.59363293938648,108.59363293938648,30S
frontend,adservice,2025-03-10 16:18:00,[2372027.0],[179.0],[179.0],[0.0],[1.0],[0.0],[4.023180970149278],[19657.5],[655.25],[5.966666666666667],4.023180970149278,4.023180970149278,4.023180970149278,4.023180970149278,30S
frontend,cartservice,2025-03-10 16:08:00,[3692468.0],[832.0],[832.0],[0.0],[1.0],[0.0],[10.952730163314737],[117145.0],[3904.8333333333335],[27.73333333333333],10.952730163314737,10.952730163314737,10.952730163314737,10.952730163314737,30S
frontend,cartservice,2025-03-10 16:10:00,"[3693442.0, 3694530.0, 3695726.0, 3697010.0]","[974.0, 1088.0, 1196.0, 1284.0]","[974.0, 1088.0, 1196.0, 1284.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[11.303406527140254, 32.63283010555662, 13.911420540360384, 44.04028942464485]","[139685.0, 154390.0, 172335.0, 183210.0]","[4656.166666666667, 5146.333333333333, 5744.5, 6107.0]","[32.46666666666667, 36.266666666666666, 39.86666666666667, 42.8]",32.63283010555662,44.04028942464485,44.04028942464485,44.04028942464485,30S
frontend,cartservice,2025-03-10 16:12:00,"[3698410.0, 3699370.0, 3699663.0, 3700109.0]","[1400.0, 962.0, 293.0, 446.0]","[1400.0, 960.0, 293.0, 446.0]","[0.0, 2.0, 0.0, 0.0]","[1.0, 0.9962686567164178, 1.0, 1.0]","[0.0, 0.0037313432835821, 0.0, 0.0]","[56.96640870537612, 75.02284782561871, 8.862418172931417, 35.01909591837166]","[200845.0, 160500.0, 38330.0, 62135.0]","[6694.833333333333, 5350.0, 1277.6666666666667, 2071.1666666666665]","[46.66666666666666, 32.06666666666667, 9.766666666666667, 14.866666666666667]",56.96640870537612,75.02284782561871,75.02284782561871,75.02284782561871,30S
frontend,cartservice,2025-03-10 16:14:00,"[3700785.0, 3701591.0, 3702600.0, 3703667.0]","[676.0, 806.0, 1009.0, 1067.0]","[676.0, 806.0, 1009.0, 1067.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[10.05389108522757, 10.991935941036086, 10.992930755390038, 44.24535789584661]","[95185.0, 114550.0, 140510.0, 154460.0]","[3172.833333333333, 3818.3333333333335, 4683.666666666667, 5148.666666666667]","[22.53333333333333, 26.866666666666667, 33.63333333333333, 35.56666666666667]",10.992930755390038,44.24535789584661,44.24535789584661,44.24535789584661,30S
